Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Destination Station,Destination Station Name
4851,MTD RTGH SPL,16,LAU,LADNUN,10:12:00,10:14:00,141,MTD,MERTA ROAD JN.,RTGH,RATANAGARH JN
4851,MTD RTGH SPL,17,SUJH,SUJANGARH,10:26:00,10:28:00,151,MTD,MERTA ROAD JN.,RTGH,RATANAGARH JN
4851,MTD RTGH SPL,18,TLC,TALCHHAPAR,10:42:00,10:43:00,164,MTD,MERTA ROAD JN.,RTGH,RATANAGARH JN
4851,MTD RTGH SPL,19,PIH,PARIHARA,10:54:00,10:55:00,177,MTD,MERTA ROAD JN.,RTGH,RATANAGARH JN
4851,MTD RTGH SPL,20,LOHA,LOHA   HALT,11:06:00,11:07:00,188,MTD,MERTA ROAD JN.,RTGH,RATANAGARH JN
4851,MTD RTGH SPL,21,RTGH,RATANAGARH J,11:30:00,11:30:00,197,MTD,MERTA ROAD JN.,RTGH,RATANAGARH JN
4852,RTGH MTD SPL,1,RTGH,RATANAGARH J,16:55:00,16:55:00,0,RTGH,RATANAGARH JN,MTD,MERTA ROAD JN.
4852,RTGH MTD SPL,2,LOHA,LOHA   HALT,17:04:00,17:05:00,8,RTGH,RATANAGARH JN,MTD,MERTA ROAD JN.
4852,RTGH MTD SPL,3,PIH,PARIHARA,17:15:00,17:16:00,19,RTGH,RATANAGARH JN,MTD,MERTA ROAD JN.
4852,RTGH MTD SPL,4,TLC,TALCHHAPAR,17:28:00,17:29:00,32,RTGH,RATANAGARH JN,MTD,MERTA ROAD JN.
4852,RTGH MTD SPL,5,SUJH,SUJANGARH,17:39:00,17:41:00,45,RTGH,RATANAGARH JN,MTD,MERTA ROAD JN.
4852,RTGH MTD SPL,6,LAU,LADNUN,17:52:00,17:54:00,55,RTGH,RATANAGARH JN,MTD,MERTA ROAD JN.
4852,RTGH MTD SPL,7,BLSD,BALSAMAND,18:05:00,18:06:00,65,RTGH,RATANAGARH JN,MTD,MERTA ROAD JN.
4852,RTGH MTD SPL,8,SVO,SANVRAD,18:15:00,18:16:00,73,RTGH,RATANAGARH JN,MTD,MERTA ROAD JN.
4852,RTGH MTD SPL,9,DIA,DIDWANA,18:27:00,18:29:00,86,RTGH,RATANAGARH JN,MTD,MERTA ROAD JN.
4852,RTGH MTD SPL,10,MBSK,MARWAR- BALI,18:37:00,18:38:00,92,RTGH,RATANAGARH JN,MTD,MERTA ROAD JN.
4852,RTGH MTD SPL,11,KKNA,KHUNKHUNA,18:49:00,18:50:00,102,RTGH,RATANAGARH JN,MTD,MERTA ROAD JN.
4852,RTGH MTD SPL,12,PW,PIRWA,19:02:00,19:03:00,108,RTGH,RATANAGARH JN,MTD,MERTA ROAD JN.
4852,RTGH MTD SPL,13,CTKT,CHHOTI KHATU,19:15:00,19:17:00,122,RTGH,RATANAGARH JN,MTD,MERTA ROAD JN.
4852,RTGH MTD SPL,14,KHTU,KHATU,19:25:00,19:26:00,127,RTGH,RATANAGARH JN,MTD,MERTA ROAD JN.
4852,RTGH MTD SPL,15,KRC,KIRODA,19:38:00,19:39:00,139,RTGH,RATANAGARH JN,MTD,MERTA ROAD JN.
4852,RTGH MTD SPL,16,DNA,DEGANA JN.,19:51:00,19:54:00,152,RTGH,RATANAGARH JN,MTD,MERTA ROAD JN.
4852,RTGH MTD SPL,17,JACN,JALSU NANAK,20:02:00,20:03:00,160,RTGH,RATANAGARH JN,MTD,MERTA ROAD JN.
4852,RTGH MTD SPL,18,JAC,JALSU,20:10:00,20:12:00,165,RTGH,RATANAGARH JN,MTD,MERTA ROAD JN.
4852,RTGH MTD SPL,19,REN,REN,20:25:00,20:27:00,180,RTGH,RATANAGARH JN,MTD,MERTA ROAD JN.
4852,RTGH MTD SPL,20,KQW,KHEDULI,20:40:00,20:42:00,187,RTGH,RATANAGARH JN,MTD,MERTA ROAD JN.
4852,RTGH MTD SPL,21,MTD,MERTA ROAD J,22:00:00,22:00:00,197,RTGH,RATANAGARH JN,MTD,MERTA ROAD JN.
4853,RTGH CUR SPL,1,RTGH,RATANAGARH J,11:55:00,11:55:00,0,RTGH,RATANAGARH JN,CUR,CHURU
4853,RTGH CUR SPL,2,MIO,MOLISAR,12:17:00,12:23:00,16,RTGH,RATANAGARH JN,CUR,CHURU
4853,RTGH CUR SPL,3,SMNN,SHRI MAKRI N,12:29:00,12:30:00,22,RTGH,RATANAGARH JN,CUR,CHURU
4853,RTGH CUR SPL,4,JOH,JUHARPURA,12:35:00,12:36:00,25,RTGH,RATANAGARH JN,CUR,CHURU
4853,RTGH CUR SPL,5,DEP,DEPALSAR,12:45:00,12:46:00,35,RTGH,RATANAGARH JN,CUR,CHURU
4853,RTGH CUR SPL,6,CUR,CHURU,13:10:00,13:10:00,42,RTGH,RATANAGARH JN,CUR,CHURU
4854,CUR RTGH SPL,1,CUR,CHURU,15:45:00,15:45:00,0,CUR,CHURU,RTGH,RATANAGARH JN
4854,CUR RTGH SPL,2,DEP,DEPALSAR,15:54:00,15:55:00,7,CUR,CHURU,RTGH,RATANAGARH JN
4854,CUR RTGH SPL,3,JOH,JUHARPURA,16:04:00,16:05:00,16,CUR,CHURU,RTGH,RATANAGARH JN
4854,CUR RTGH SPL,4,SMNN,SHRI MAKRI N,16:10:00,16:11:00,20,CUR,CHURU,RTGH,RATANAGARH JN
4854,CUR RTGH SPL,5,MIO,MOLISAR,16:20:00,16:30:00,25,CUR,CHURU,RTGH,RATANAGARH JN
4854,CUR RTGH SPL,6,RTGH,RATANAGARH J,16:45:00,16:45:00,42,CUR,CHURU,RTGH,RATANAGARH JN
4921,SRE-UMB MEMU,1,SRE,SAHARANPUR J,04:45:00,04:45:00,0,SRE,SAHARANPUR JN.,UMB,AMBALA CANTT JN
4921,SRE-UMB MEMU,2,PKY,PILKHANI,04:56:00,04:57:00,7,SRE,SAHARANPUR JN.,UMB,AMBALA CANTT JN
4921,SRE-UMB MEMU,3,SSW,SARSAWA,05:03:00,05:04:00,13,SRE,SAHARANPUR JN.,UMB,AMBALA CANTT JN
4921,SRE-UMB MEMU,4,KNZ,KALANOUR,05:13:00,05:14:00,23,SRE,SAHARANPUR JN.,UMB,AMBALA CANTT JN
4921,SRE-UMB MEMU,5,YJUD,YAMUNANAGER,05:20:00,05:22:00,30,SRE,SAHARANPUR JN.,UMB,AMBALA CANTT JN
4921,SRE-UMB MEMU,6,JUDW,JAGADHRI WOR,05:27:00,05:28:00,35,SRE,SAHARANPUR JN.,UMB,AMBALA CANTT JN
4921,SRE-UMB MEMU,7,DZP,DARAZPUR,05:33:00,05:34:00,39,SRE,SAHARANPUR JN.,UMB,AMBALA CANTT JN
4921,SRE-UMB MEMU,8,MFB,MUSTAFABAD,05:40:00,05:41:00,47,SRE,SAHARANPUR JN.,UMB,AMBALA CANTT JN
4921,SRE-UMB MEMU,9,RAA,BARARA,05:49:00,05:51:00,56,SRE,SAHARANPUR JN.,UMB,AMBALA CANTT JN
4921,SRE-UMB MEMU,10,TDW,TANDWAL,05:56:00,05:57:00,61,SRE,SAHARANPUR JN.,UMB,AMBALA CANTT JN
4921,SRE-UMB MEMU,11,KES,KESRI,06:02:00,06:03:00,68,SRE,SAHARANPUR JN.,UMB,AMBALA CANTT JN
4921,SRE-UMB MEMU,12,DOKY,DUKHERI,06:09:00,06:10:00,73,SRE,SAHARANPUR JN.,UMB,AMBALA CANTT JN
4921,SRE-UMB MEMU,13,UMB,AMBALA CANTT,06:30:00,06:30:00,81,SRE,SAHARANPUR JN.,UMB,AMBALA CANTT JN
4922,UMB-SRE MEMU,1,UMB,AMBALA CANTT,20:45:00,20:45:00,0,UMB,AMBALA CANTT JN,SRE,SAHARANPUR JN.
4922,UMB-SRE MEMU,2,DOKY,DUKHERI,20:56:00,20:57:00,7,UMB,AMBALA CANTT JN,SRE,SAHARANPUR JN.
4922,UMB-SRE MEMU,3,KES,KESRI,21:02:00,21:03:00,13,UMB,AMBALA CANTT JN,SRE,SAHARANPUR JN.
4922,UMB-SRE MEMU,4,TDW,TANDWAL,21:08:00,21:09:00,19,UMB,AMBALA CANTT JN,SRE,SAHARANPUR JN.
4922,UMB-SRE MEMU,5,RAA,BARARA,21:14:00,21:15:00,24,UMB,AMBALA CANTT JN,SRE,SAHARANPUR JN.
4922,UMB-SRE MEMU,6,MFB,MUSTAFABAD,21:22:00,21:37:00,33,UMB,AMBALA CANTT JN,SRE,SAHARANPUR JN.
4922,UMB-SRE MEMU,7,DZP,DARAZPUR,21:44:00,21:45:00,41,UMB,AMBALA CANTT JN,SRE,SAHARANPUR JN.
4922,UMB-SRE MEMU,8,JUDW,JAGADHRI WOR,21:50:00,21:51:00,46,UMB,AMBALA CANTT JN,SRE,SAHARANPUR JN.
4922,UMB-SRE MEMU,9,YJUD,YAMUNANAGER,21:56:00,21:57:00,51,UMB,AMBALA CANTT JN,SRE,SAHARANPUR JN.
4922,UMB-SRE MEMU,10,KNZ,KALANOUR,22:04:00,22:05:00,57,UMB,AMBALA CANTT JN,SRE,SAHARANPUR JN.
4922,UMB-SRE MEMU,11,SSW,SARSAWA,22:13:00,22:14:00,67,UMB,AMBALA CANTT JN,SRE,SAHARANPUR JN.
4922,UMB-SRE MEMU,12,PKY,PILKHANI,22:24:00,22:25:00,73,UMB,AMBALA CANTT JN,SRE,SAHARANPUR JN.
4922,UMB-SRE MEMU,13,SRE,SAHARANPUR J,22:40:00,22:40:00,81,UMB,AMBALA CANTT JN,SRE,SAHARANPUR JN.
4991,PTK-JAT DEMU,1,PTK,PATHANKOT JN,14:40:00,14:40:00,0,PTK,PATHANKOT JN.,JAT,JAMMU TAWI
4991,PTK-JAT DEMU,2,BHRL,BHAROLI,14:48:00,14:49:00,2,PTK,PATHANKOT JN.,JAT,JAMMU TAWI
4991,PTK-JAT DEMU,3,SJNP,SUJANPUR,14:56:00,14:57:00,8,PTK,PATHANKOT JN.,JAT,JAMMU TAWI
4991,PTK-JAT DEMU,4,MDPB,MADHOPUR PUN,15:06:00,15:07:00,15,PTK,PATHANKOT JN.,JAT,JAMMU TAWI
4991,PTK-JAT DEMU,5,KTHU,KATHUA,15:16:00,15:17:00,23,PTK,PATHANKOT JN.,JAT,JAMMU TAWI
4991,PTK-JAT DEMU,6,BDHY,BUDHI,15:23:00,15:30:00,35,PTK,PATHANKOT JN.,JAT,JAMMU TAWI
4991,PTK-JAT DEMU,7,CHNR,CHHAN ARORIA,15:40:00,15:41:00,43,PTK,PATHANKOT JN.,JAT,JAMMU TAWI
4991,PTK-JAT DEMU,8,CKDL,CHAKDAYALA,15:47:00,15:48:00,48,PTK,PATHANKOT JN.,JAT,JAMMU TAWI
4991,PTK-JAT DEMU,9,HRNR,HIRA NAGAR,15:53:00,15:54:00,52,PTK,PATHANKOT JN.,JAT,JAMMU TAWI
4991,PTK-JAT DEMU,10,GHGL,GHAGWAL,16:01:00,16:02:00,57,PTK,PATHANKOT JN.,JAT,JAMMU TAWI
4991,PTK-JAT DEMU,11,SMBX,SAMBA,16:10:00,16:11:00,67,PTK,PATHANKOT JN.,JAT,JAMMU TAWI
4991,PTK-JAT DEMU,12,VJPJ,VIJAYPUR JAM,16:28:00,16:29:00,78,PTK,PATHANKOT JN.,JAT,JAMMU TAWI
4991,PTK-JAT DEMU,13,BBMN,BARI BRAHMAN,16:43:00,16:44:00,91,PTK,PATHANKOT JN.,JAT,JAMMU TAWI
4991,PTK-JAT DEMU,14,JAT,JAMMU TAWI,17:10:00,17:10:00,99,PTK,PATHANKOT JN.,JAT,JAMMU TAWI
4992,JAT-PTK DEMU,1,JAT,JAMMU TAWI,09:50:00,09:50:00,0,JAT,JAMMU TAWI,PTK,PATHANKOT JN.
4992,JAT-PTK DEMU,2,BBMN,BARI BRAHMAN,10:03:00,10:04:00,8,JAT,JAMMU TAWI,PTK,PATHANKOT JN.
4992,JAT-PTK DEMU,3,VJPJ,VIJAYPUR JAM,10:16:00,10:17:00,20,JAT,JAMMU TAWI,PTK,PATHANKOT JN.
4992,JAT-PTK DEMU,4,SMBX,SAMBA,10:32:00,10:33:00,32,JAT,JAMMU TAWI,PTK,PATHANKOT JN.
4992,JAT-PTK DEMU,5,GHGL,GHAGWAL,10:45:00,10:46:00,41,JAT,JAMMU TAWI,PTK,PATHANKOT JN.
4992,JAT-PTK DEMU,6,HRNR,HIRA NAGAR,10:55:00,10:56:00,47,JAT,JAMMU TAWI,PTK,PATHANKOT JN.
4992,JAT-PTK DEMU,7,CKDL,CHAKDAYALA,11:01:00,11:02:00,50,JAT,JAMMU TAWI,PTK,PATHANKOT JN.
4992,JAT-PTK DEMU,8,CHNR,CHHAN ARORIA,11:07:00,11:08:00,56,JAT,JAMMU TAWI,PTK,PATHANKOT JN.
4992,JAT-PTK DEMU,9,BDHY,BUDHI,11:16:00,11:17:00,63,JAT,JAMMU TAWI,PTK,PATHANKOT JN.
4992,JAT-PTK DEMU,10,KTHU,KATHUA,11:28:00,11:29:00,76,JAT,JAMMU TAWI,PTK,PATHANKOT JN.
4992,JAT-PTK DEMU,11,MDPB,MADHOPUR PUN,11:40:00,11:41:00,84,JAT,JAMMU TAWI,PTK,PATHANKOT JN.
4992,JAT-PTK DEMU,12,SJNP,SUJANPUR,11:50:00,11:51:00,91,JAT,JAMMU TAWI,PTK,PATHANKOT JN.
4992,JAT-PTK DEMU,13,BHRL,BHAROLI,11:59:00,12:00:00,96,JAT,JAMMU TAWI,PTK,PATHANKOT JN.
4992,JAT-PTK DEMU,14,PTK,PATHANKOT JN,12:10:00,12:10:00,99,JAT,JAMMU TAWI,PTK,PATHANKOT JN.
5061,GKP - BNY SP,1,GKP,GORAKHPUR JN,06:45:00,06:45:00,0,GKP,GORAKHPUR JN.,BNY,BARHNI
5061,GKP - BNY SP,2,ANDN,ANAND NAGAR,08:05:00,08:10:00,41,GKP,GORAKHPUR JN.,BNY,BARHNI
5061,GKP - BNY SP,3,NUH,NAUGARH,08:42:00,08:44:00,72,GKP,GORAKHPUR JN.,BNY,BARHNI
5061,GKP - BNY SP,4,SOT,SHOHRATGARH,09:05:00,09:07:00,91,GKP,GORAKHPUR JN.,BNY,BARHNI
5061,GKP - BNY SP,5,BNY,BARHNI,09:50:00,09:50:00,112,GKP,GORAKHPUR JN.,BNY,BARHNI
5062,BNY - GKP SP,1,BNY,BARHNI,17:20:00,17:20:00,0,BNY,BARHNI,GKP,GORAKHPUR JN.
5062,BNY - GKP SP,2,SOT,SHOHRATGARH,17:48:00,17:50:00,21,BNY,BARHNI,GKP,GORAKHPUR JN.
5062,BNY - GKP SP,3,NUH,NAUGARH,18:26:00,18:28:00,40,BNY,BARHNI,GKP,GORAKHPUR JN.
5062,BNY - GKP SP,4,ANDN,ANAND NAGAR,19:05:00,19:10:00,71,BNY,BARHNI,GKP,GORAKHPUR JN.
5062,BNY - GKP SP,5,GKP,GORAKHPUR JN,20:05:00,20:05:00,112,BNY,BARHNI,GKP,GORAKHPUR JN.
5065,CPR-LJN,1,CPR,CHHAPRA JN.,19:30:00,19:30:00,0,CPR,CHHAPRA JN.,LJN,LUCKNOW JN.
5065,CPR-LJN,2,SV,SIWAN JN.,20:25:00,20:30:00,60,CPR,CHHAPRA JN.,LJN,LUCKNOW JN.
5065,CPR-LJN,3,THE,THAWE JN.,21:15:00,21:20:00,88,CPR,CHHAPRA JN.,LJN,LUCKNOW JN.
5065,CPR-LJN,4,TOI,TAMKUHI ROAD,22:05:00,22:07:00,124,CPR,CHHAPRA JN.,LJN,LUCKNOW JN.
5065,CPR-LJN,5,DUE,DUDAHI,22:28:00,22:30:00,136,CPR,CHHAPRA JN.,LJN,LUCKNOW JN.
5065,CPR-LJN,6,POU,PADRAUNA,22:40:00,22:45:00,156,CPR,CHHAPRA JN.,LJN,LUCKNOW JN.
5065,CPR-LJN,7,RKL,RAMKOLA,23:02:00,23:04:00,171,CPR,CHHAPRA JN.,LJN,LUCKNOW JN.
5065,CPR-LJN,8,CPJ,KAPTANGANJ J,23:45:00,23:50:00,187,CPR,CHHAPRA JN.,LJN,LUCKNOW JN.
5065,CPR-LJN,9,GKP,GORAKHPUR JN,01:00:00,01:10:00,226,CPR,CHHAPRA JN.,LJN,LUCKNOW JN.
5065,CPR-LJN,10,BST,BASTI,02:27:00,02:30:00,290,CPR,CHHAPRA JN.,LJN,LUCKNOW JN.
5065,CPR-LJN,11,MUR,MANKAPUR JN.,03:28:00,03:30:00,352,CPR,CHHAPRA JN.,LJN,LUCKNOW JN.
5065,CPR-LJN,12,GD,GONDA JN.,04:10:00,04:15:00,379,CPR,CHHAPRA JN.,LJN,LUCKNOW JN.
5065,CPR-LJN,13,BBK,BARA BANKI J,06:30:00,06:32:00,467,CPR,CHHAPRA JN.,LJN,LUCKNOW JN.
5065,CPR-LJN,14,BNZ,BADSHAHNAGAR,07:07:00,07:10:00,491,CPR,CHHAPRA JN.,LJN,LUCKNOW JN.
5065,CPR-LJN,15,LJN,LUCKNOW JN.,08:15:00,08:15:00,503,CPR,CHHAPRA JN.,LJN,LUCKNOW JN.
5066,LJN-CPR-EXP,1,LJN,LUCKNOW JN.,20:25:00,20:25:00,0,LJN,LUCKNOW JN.,CPR,CHHAPRA JN.
5066,LJN-CPR-EXP,2,BNZ,BADSHAHNAGAR,20:55:00,21:00:00,11,LJN,LUCKNOW JN.,CPR,CHHAPRA JN.
5066,LJN-CPR-EXP,3,BBK,BARA BANKI J,21:43:00,21:45:00,36,LJN,LUCKNOW JN.,CPR,CHHAPRA JN.
5066,LJN-CPR-EXP,4,GD,GONDA JN.,23:10:00,23:15:00,124,LJN,LUCKNOW JN.,CPR,CHHAPRA JN.
5066,LJN-CPR-EXP,5,MUR,MANKAPUR JN.,23:40:00,23:42:00,153,LJN,LUCKNOW JN.,CPR,CHHAPRA JN.
5066,LJN-CPR-EXP,6,BST,BASTI,00:40:00,00:43:00,214,LJN,LUCKNOW JN.,CPR,CHHAPRA JN.
5066,LJN-CPR-EXP,7,GKP,GORAKHPUR JN,02:15:00,02:25:00,278,LJN,LUCKNOW JN.,CPR,CHHAPRA JN.
5066,LJN-CPR-EXP,8,CPJ,KAPTANGANJ J,04:15:00,04:20:00,317,LJN,LUCKNOW JN.,CPR,CHHAPRA JN.
5066,LJN-CPR-EXP,9,RKL,RAMKOLA,04:40:00,04:42:00,333,LJN,LUCKNOW JN.,CPR,CHHAPRA JN.
5066,LJN-CPR-EXP,10,POU,PADRAUNA,04:55:00,05:00:00,348,LJN,LUCKNOW JN.,CPR,CHHAPRA JN.
5066,LJN-CPR-EXP,11,DUE,DUDAHI,05:28:00,05:30:00,368,LJN,LUCKNOW JN.,CPR,CHHAPRA JN.
5066,LJN-CPR-EXP,12,TOI,TAMKUHI ROAD,05:35:00,05:37:00,380,LJN,LUCKNOW JN.,CPR,CHHAPRA JN.
5066,LJN-CPR-EXP,13,THE,THAWE JN.,06:30:00,06:35:00,416,LJN,LUCKNOW JN.,CPR,CHHAPRA JN.
5066,LJN-CPR-EXP,14,SV,SIWAN JN.,07:30:00,07:35:00,444,LJN,LUCKNOW JN.,CPR,CHHAPRA JN.
5066,LJN-CPR-EXP,15,CPR,CHHAPRA JN.,08:25:00,08:25:00,505,LJN,LUCKNOW JN.,CPR,CHHAPRA JN.
5105,GKP-BST SPL,1,GKP,GORAKHPUR JN,11:45:00,11:45:00,0,GKP,GORAKHPUR JN.,BST,BASTI
5105,GKP-BST SPL,2,SWA,SAHJANWA,12:13:00,12:15:00,17,GKP,GORAKHPUR JN.,BST,BASTI
5105,GKP-BST SPL,3,KLD,KHALILABAD,12:43:00,12:45:00,34,GKP,GORAKHPUR JN.,BST,BASTI
5105,GKP-BST SPL,4,BST,BASTI,13:35:00,13:35:00,64,GKP,GORAKHPUR JN.,BST,BASTI
5106,BST-GKP SPL,1,BST,BASTI,14:10:00,14:10:00,0,BST,BASTI,GKP,GORAKHPUR JN.
5106,BST-GKP SPL,2,KLD,KHALILABAD,14:40:00,14:42:00,29,BST,BASTI,GKP,GORAKHPUR JN.
5106,BST-GKP SPL,3,SWA,SAHJANWA,14:58:00,15:00:00,46,BST,BASTI,GKP,GORAKHPUR JN.
5106,BST-GKP SPL,4,GKP,GORAKHPUR JN,15:40:00,15:40:00,64,BST,BASTI,GKP,GORAKHPUR JN.
5305,CPA-FBD EXP,1,CPA,KANPUR ANWAR,14:55:00,14:55:00,0,CPA,KANPUR ANWARGANJ,FBD,FARRUKHABAD JN
5305,CPA-FBD EXP,2,RPO,RAWATPUR,15:01:00,15:03:00,4,CPA,KANPUR ANWARGANJ,FBD,FARRUKHABAD JN
5305,CPA-FBD EXP,3,KAP,KALIANPUR,15:14:00,15:16:00,9,CPA,KANPUR ANWARGANJ,FBD,FARRUKHABAD JN
5305,CPA-FBD EXP,4,BJR,BARRAJPUR,15:35:00,15:37:00,32,CPA,KANPUR ANWARGANJ,FBD,FARRUKHABAD JN
5305,CPA-FBD EXP,5,BLU,BILHAUR,15:55:00,15:57:00,52,CPA,KANPUR ANWARGANJ,FBD,FARRUKHABAD JN
5305,CPA-FBD EXP,6,ARL,ARAUL MAKANP,16:05:00,16:07:00,62,CPA,KANPUR ANWARGANJ,FBD,FARRUKHABAD JN
5305,CPA-FBD EXP,7,KJN,KANNAUJ,16:20:00,16:22:00,77,CPA,KANPUR ANWARGANJ,FBD,FARRUKHABAD JN
5305,CPA-FBD EXP,8,GHJ,GURSAHAIGANJ,16:41:00,16:43:00,99,CPA,KANPUR ANWARGANJ,FBD,FARRUKHABAD JN
5305,CPA-FBD EXP,9,KLJ,KAMALGANJ,16:59:00,17:01:00,118,CPA,KANPUR ANWARGANJ,FBD,FARRUKHABAD JN
5305,CPA-FBD EXP,10,FGR,FATEHGARH,17:13:00,17:15:00,131,CPA,KANPUR ANWARGANJ,FBD,FARRUKHABAD JN
5305,CPA-FBD EXP,11,FBD,FARRUKHABAD,18:25:00,18:25:00,136,CPA,KANPUR ANWARGANJ,FBD,FARRUKHABAD JN
5306,FBD- CPA EXP,1,FBD,FARRUKHABAD,11:35:00,11:35:00,0,FBD,FARRUKHABAD JN,CPA,KANPUR ANWARGANJ
5306,FBD- CPA EXP,2,FGR,FATEHGARH,11:48:00,11:50:00,4,FBD,FARRUKHABAD JN,CPA,KANPUR ANWARGANJ
5306,FBD- CPA EXP,3,KLJ,KAMALGANJ,12:02:00,12:04:00,17,FBD,FARRUKHABAD JN,CPA,KANPUR ANWARGANJ
5306,FBD- CPA EXP,4,GHJ,GURSAHAIGANJ,12:19:00,12:21:00,37,FBD,FARRUKHABAD JN,CPA,KANPUR ANWARGANJ
5306,FBD- CPA EXP,5,KJN,KANNAUJ,12:40:00,12:42:00,58,FBD,FARRUKHABAD JN,CPA,KANPUR ANWARGANJ
5306,FBD- CPA EXP,6,ARL,ARAUL MAKANP,12:54:00,12:56:00,74,FBD,FARRUKHABAD JN,CPA,KANPUR ANWARGANJ
5306,FBD- CPA EXP,7,BLU,BILHAUR,13:11:00,13:13:00,84,FBD,FARRUKHABAD JN,CPA,KANPUR ANWARGANJ
5306,FBD- CPA EXP,8,BJR,BARRAJPUR,13:37:00,13:39:00,103,FBD,FARRUKHABAD JN,CPA,KANPUR ANWARGANJ
5306,FBD- CPA EXP,9,KAP,KALIANPUR,13:59:00,14:01:00,127,FBD,FARRUKHABAD JN,CPA,KANPUR ANWARGANJ
5306,FBD- CPA EXP,10,RPO,RAWATPUR,14:10:00,14:12:00,132,FBD,FARRUKHABAD JN,CPA,KANPUR ANWARGANJ
5306,FBD- CPA EXP,11,CPA,KANPUR ANWAR,14:30:00,14:30:00,136,FBD,FARRUKHABAD JN,CPA,KANPUR ANWARGANJ
5309,BC-LKU SPL,1,BC,BAREILLY CIT,20:55:00,20:55:00,0,BC,BAREILLY CITY,LKU,LALKUA JN.
5309,BC-LKU SPL,2,IZN,IZZATNAGAR J,21:08:00,21:10:00,4,BC,BAREILLY CITY,LKU,LALKUA JN.
5309,BC-LKU SPL,3,BPR,BHOJIPURA JN,21:23:00,21:25:00,16,BC,BAREILLY CITY,LKU,LALKUA JN.
5309,BC-LKU SPL,4,BHI,BAHERI,21:46:00,21:48:00,48,BC,BAREILLY CITY,LKU,LALKUA JN.
5309,BC-LKU SPL,5,KHH,KICHHA,22:01:00,22:03:00,64,BC,BAREILLY CITY,LKU,LALKUA JN.
5309,BC-LKU SPL,6,LKU,LALKUA JN.,22:45:00,22:45:00,81,BC,BAREILLY CITY,LKU,LALKUA JN.
5310,LKU-BC EXP,1,LKU,LALKUA JN.,17:30:00,17:30:00,0,LKU,LALKUA JN.,BC,BAREILLY CITY
5310,LKU-BC EXP,2,KHH,KICHHA,17:49:00,17:51:00,17,LKU,LALKUA JN.,BC,BAREILLY CITY
5310,LKU-BC EXP,3,BHI,BAHERI,18:06:00,18:08:00,32,LKU,LALKUA JN.,BC,BAREILLY CITY
5310,LKU-BC EXP,4,BPR,BHOJIPURA JN,18:36:00,18:38:00,64,LKU,LALKUA JN.,BC,BAREILLY CITY
5310,LKU-BC EXP,5,IZN,IZZATNAGAR J,18:58:00,19:00:00,76,LKU,LALKUA JN.,BC,BAREILLY CITY
5310,LKU-BC EXP,6,BC,BAREILLY CIT,19:25:00,19:25:00,81,LKU,LALKUA JN.,BC,BAREILLY CITY
5521,JMP-SHC SPEC,1,JMP,JAMALPUR JN.,20:40:00,20:40:00,0,JMP,JAMALPUR JN.,SHC,SAHARSA JN.
5521,JMP-SHC SPEC,2,MGR,MONGHYR,20:52:00,20:54:00,9,JMP,JAMALPUR JN.,SHC,SAHARSA JN.
5521,JMP-SHC SPEC,3,SBDP,SABDALPUR JN,21:14:00,21:16:00,16,JMP,JAMALPUR JN.,SHC,SAHARSA JN.
5521,JMP-SHC SPEC,4,UMNR,UMESHNAGAR,21:25:00,21:27:00,21,JMP,JAMALPUR JN.,SHC,SAHARSA JN.
5521,JMP-SHC SPEC,5,KGG,KHAGARIA JN.,22:00:00,22:05:00,28,JMP,JAMALPUR JN.,SHC,SAHARSA JN.
5521,JMP-SHC SPEC,6,MNE,MANSI JN.,22:15:00,22:20:00,36,JMP,JAMALPUR JN.,SHC,SAHARSA JN.
5521,JMP-SHC SPEC,7,BHB,BADLA GHAT,22:31:00,22:33:00,44,JMP,JAMALPUR JN.,SHC,SAHARSA JN.
5521,JMP-SHC SPEC,8,DHT,DHAMARA GHAT,22:45:00,22:47:00,50,JMP,JAMALPUR JN.,SHC,SAHARSA JN.
5521,JMP-SHC SPEC,9,KFA,KOPARIA,23:00:00,23:02:00,58,JMP,JAMALPUR JN.,SHC,SAHARSA JN.
5521,JMP-SHC SPEC,10,SBV,SIMRI BAKHTI,23:30:00,23:32:00,64,JMP,JAMALPUR JN.,SHC,SAHARSA JN.
5521,JMP-SHC SPEC,11,SBM,SONBARSA KAC,23:45:00,23:47:00,72,JMP,JAMALPUR JN.,SHC,SAHARSA JN.
5521,JMP-SHC SPEC,12,SHC,SAHARSA JN.,00:25:00,00:25:00,81,JMP,JAMALPUR JN.,SHC,SAHARSA JN.
5522,SHC-JMP SPEC,1,SHC,SAHARSA JN.,05:10:00,05:10:00,0,SHC,SAHARSA JN.,JMP,JAMALPUR JN.
5522,SHC-JMP SPEC,2,SBM,SONBARSA KAC,05:21:00,05:23:00,8,SHC,SAHARSA JN.,JMP,JAMALPUR JN.
5522,SHC-JMP SPEC,3,SBV,SIMRI BAKHTI,05:35:00,05:37:00,16,SHC,SAHARSA JN.,JMP,JAMALPUR JN.
5522,SHC-JMP SPEC,4,KFA,KOPARIA,05:45:00,05:47:00,23,SHC,SAHARSA JN.,JMP,JAMALPUR JN.
5522,SHC-JMP SPEC,5,DHT,DHAMARA GHAT,05:55:00,05:57:00,31,SHC,SAHARSA JN.,JMP,JAMALPUR JN.
